cleaned_log,label
iar 00149ee0 dear 0099e5e8,normal
iar 0014a150 dear 00991c88,normal
iar 0014a150 dear 009829b8,normal
iar 00149f88 dear 00996f88,normal
iar 0014a1e4 dear 0099e6c8,normal
iar 0014a150 dear 009a2998,normal
NFS Mount failed on bglio716. slept 15 seconds. retrying (1),normal
NFS Mount failed on bglio91. slept 15 seconds. retrying (1),normal
CE sym 26. at 0x07a95e80. mask 0x10,normal
3 ddr errors(s) detected and corrected on rank 0. symbol 18. bit 0,normal
ciod: generated 64 core files for program IMB-MPI1.2MB_perf,normal
CE sym 35. at 0x1317cee0. mask 0x10,normal
Lustre mount FAILED : bglio559 : point /p/gb1,failure
Lustre mount FAILED : bglio344 : point /p/gb1,failure
4 ddr errors(s) detected and corrected on rank 0. symbol 29. bit 4,normal
ciod: LOGIN chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/truncate) failed: No such file or directory,failure
Lustre mount FAILED : bglio46 : point /p/gb1,failure
Lustre mount FAILED : bglio136 : point /p/gb1,failure
Lustre mount FAILED : bglio75 : point /p/gb1,failure
Node card VPD check: U11 node in processor card slot J18 do not match. VPD ecid 04CC81389C2FFFFF03071B7048DF. found 04D780871F2FFFFF08031BD046E2,normal
1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected,normal
ciod: LOGIN chdir(/LAPACK_440d/BLAS) failed: No such file or directory,failure
Lustre mount FAILED : bglio736 : point /p/gb1,failure
CE sym 33. at 0x00dbd200. mask 0x80,normal
CE sym 26. at 0x146ad540. mask 0x10,normal
Lustre mount FAILED : bglio336 : point /p/gb1,failure
CE sym 21. at 0x04d64dc0. mask 0x80,normal
Lustre mount FAILED : bglio23 : point /p/gb1,failure
ciod: pollControlDescriptors: Detected the debugger died.,normal
ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11). message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000),normal
1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,normal
1 ddr errors(s) detected and corrected on rank 0. symbol 3. bit 6,normal
CE sym 6. at 0x1880a8e0. mask 0x40,normal
ciod: Error loading /bgl/apps/swl-prep/rky-swl/MPI-PERF/IMB/perf_tests/IMB-MPI1.5124KB: invalid or missing program image. No such file or directory,failure
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:45713: Link has been severed,failure
suppressing further interrupts of same type,normal
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41304: Link has been severed,failure
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41217: Link has been severed,failure
total of 1 ddr error(s) detected and corrected,normal
Lustre mount FAILED : bglio388 : point /p/gb1,failure
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:37916: Link has been severed,failure
CE sym 25. at 0x1a544020. mask 0x40,normal
Ido chip status changed: FF:F2:9F:15:7B:E0:00:0D:60:EA:84:1F ip=10.7.0.130 v=13 t=1 status=M Sat Sep 17 07:49:04 PDT 2005,normal
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,failure
CE sym 9. at 0x123b6ca0. mask 0x20,normal
ciod: LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file or directory,failure
ciod: LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file or directory,failure
CE sym 8. at 0x0a2ae600. mask 0x10,normal
ciod: LOGIN chdir(/home/yates/SWL_tests/BGL64k_SWL_tests_develop/MPI-VAL/MPITs_v050902/rundir) failed: No such file or directory,failure
Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04DE7DB80D7BFFFF04051B70D8D9. found 04DE7DF2D37BFFFF09081B6088D9,normal
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04D97DB7937BFFFF05071B7054DA. found 04D081A3892FFFFF0D0B1C505AF3,normal
Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 075F04E8A27BFFFF07021C3096ED. found 04D78137922FFFFF040E1C3052ED,normal
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure
ciod: Error loading /home/yates//bandwidth.rts: invalid or missing program image. No such file or directory,failure
ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image. No such file or directory,failure
ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image. No such file or directory,failure
ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image. No such file or directory,failure
ciod: Error loading /home/yates//broadcast.rts: invalid or missing program image. No such file or directory,failure
rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,failure
ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//bandwidth.rts: invalid or missing program image. No such file or directory,failure
ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//torus-latency.rts: invalid or missing program image. No such file or directory,failure
ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory,failure
ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory,failure
ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01) failed: No such file or directory,failure
ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.08) failed: No such file or directory,failure
ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01) failed: No such file or directory,failure
CE sym 29. at 0x14123c20. mask 0x08,normal
total of 1 ddr error(s) detected and corrected,normal
1 ddr errors(s) detected and corrected on rank 0. symbol 35. bit 1,normal
CE sym 26. at 0x022c3fc0. mask 0x40,normal
total of 4 ddr error(s) detected and corrected,normal
CE sym 27. at 0x166a9f20. mask 0x02,normal
CE sym 21. at 0x13d38aa0. mask 0x40,normal
CE sym 15. at 0x0bde77e0. mask 0x04,normal
CE sym 16. at 0x0149a040. mask 0x80,normal
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:34903: Link has been severed,failure
ciod: generated 128 core files for program /bgl/apps/SWL/stability/DDCMD//ddcMDbglV,normal
CE sym 2. at 0x0fa3d060. mask 0x08,normal
ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts,normal
critical input interrupt (unit=0x0b bit=0x06): warning for torus y+ wire,normal
CE sym 5. at 0x0e37bbe0. mask 0x40,normal
CE sym 4. at 0x18f28be0. mask 0x40,normal
CE sym 13. at 0x0397e0e0. mask 0x08,normal
CE sym 9. at 0x11b9cc60. mask 0x04,normal
ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image. Permission denied,failure
CE sym 6. at 0x06ec7a20. mask 0x20,normal
ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts,normal
CE sym 9. at 0x11f82720. mask 0x02,normal
CE sym 6. at 0x0148b640. mask 0x10,normal
ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image. Permission denied,failure
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:53591: Link has been severed,failure
total of 2 ddr error(s) detected and corrected,normal
CE sym 20. at 0x0a508740. mask 0x02,normal
CE sym 25. at 0x06c27c60. mask 0x40,normal
total of 12 ddr error(s) detected and corrected,normal
1 ddr errors(s) detected and corrected on rank 0. symbol 28. bit 0,normal
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:57673: Link has been severed,failure
CE sym 5. at 0x13253280. mask 0x04,normal
ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image. Permission denied,failure
ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image. Permission denied,failure
ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image. Permission denied,failure
ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image. Permission denied,failure
ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image. Permission denied,failure
ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/torus-latency.rts: invalid or missing program image. No such file or directory,failure
CE sym 14. at 0x17086be0. mask 0x02,normal
suppressing further interrupts of same type,normal
4 ddr errors(s) detected and corrected on rank 0. symbol 13. bit 5,normal
4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,normal
CE sym 23. at 0x1793c560. mask 0x01,normal
CE sym 14. at 0x08d4e740. mask 0x01,normal
ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,normal
ciod: generated 58 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts,normal
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,failure
data cache search parity error detected. attempting to correct,normal
data cache search parity error detected. attempting to correct,normal
data cache search parity error detected. attempting to correct,normal
data cache search parity error detected. attempting to correct,normal
data cache search parity error detected. attempting to correct,normal
data cache search parity error detected. attempting to correct,normal
CE sym 12. at 0x18e33e80. mask 0x04,normal
CE sym 13. at 0x00f254e0. mask 0x20,normal
shutdown complete,normal
ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image. Exec format error,failure
ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image. Exec format error,failure
ciod: generated 64 core files for program /home/rfisher/sodscaling/flash2,normal
total of 1 ddr error(s) detected and corrected,normal
1 ddr errors(s) detected and corrected on rank 0. symbol 17. bit 7,normal
ciod: Error loading allreduce_int_V1R1.rts: invalid or missing program image. No such file or directory,failure
critical input interrupt (unit=0x0b bit=0x0b): warning for torus z- wire,normal
16 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,normal
rts: kernel terminated for reason 1004,failure
Error receiving packet on tree network. expecting type 57 instead of type 3 (softheader=0064588e 8aff0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,failure
CE sym 29. at 0x1b719940. mask 0x02,normal
CE sym 27. at 0x1b70b860. mask 0x80,normal
ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image. Permission denied,failure
CE sym 16. at 0x18fa5d40. mask 0x80,normal
4 ddr errors(s) detected and corrected on rank 0. symbol 24. bit 1,normal
instruction cache parity error corrected,normal
CE sym 30. at 0x1bd2b700. mask 0x04,normal
ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image. Permission denied,failure
ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDGbglV: invalid or missing program image. No such file or directory,failure
ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDGbglV: invalid or missing program image. No such file or directory,failure
iar 00106210 dear 0244c1dc,normal
640404 floating point alignment exceptions,normal
640404 floating point alignment exceptions,normal
iar 00106210 dear 0244c1dc,normal
iar 00106210 dear 0244c20c,normal
iar 00106228 dear 0244c1ec,normal
iar 00106210 dear 0244c20c,normal
iar 00106210 dear 0244c20c,normal
iar 00106228 dear 0244c1ec,normal
iar 00106228 dear 0244c1ec,normal
640404 floating point alignment exceptions,normal
iar 00106228 dear 0244c21c,normal
iar 001061dc dear 0244c22c,normal
iar 001061dc dear 0244c22c,normal
iar 001061dc dear 0244c25c,normal
iar 001061dc dear 0244c22c,normal
iar 00106228 dear 0244c1ec,normal
iar 00106210 dear 0244c20c,normal
iar 00106228 dear 0244c1ec,normal
iar 001061dc dear 0244c22c,normal
iar 00105ea0 dear 0244c28c,normal
iar 00105e94 dear 02f5883c,normal
iar 001061dc dear 0244c22c,normal
iar 001061dc dear 0244c28c,normal
640764 floating point alignment exceptions,normal
640404 floating point alignment exceptions,normal
640404 floating point alignment exceptions,normal
iar 00106210 dear 0244c20c,normal
iar 00106210 dear 0244c1dc,normal
iar 00106228 dear 0244c21c,normal
iar 00106210 dear 0244c1dc,normal
iar 001061dc dear 0244c25c,normal
iar 001061dc dear 0244c22c,normal
iar 00106228 dear 0244c21c,normal
iar 001061dc dear 0244c28c,normal
iar 001061dc dear 0244c28c,normal
iar 00106210 dear 0244c23c,normal
iar 00106210 dear 0244c23c,normal
iar 00106210 dear 0244c26c,normal
iar 00106228 dear 0244c24c,normal
iar 00106228 dear 0244c27c,normal
iar 00106228 dear 0244c27c,normal
iar 00106228 dear 0244c27c,normal
iar 00106568 dear 02494bbc,normal
487476 floating point alignment exceptions,normal
487476 floating point alignment exceptions,normal
iar 00106580 dear 02494bcc,normal
iar 00106568 dear 02494bbc,normal
iar 00106580 dear 02494bcc,normal
iar 00106534 dear 02494c0c,normal
iar 00106534 dear 02494c0c,normal
iar 00106580 dear 02494bfc,normal
iar 00106568 dear 02494bec,normal
iar 00106568 dear 02494bec,normal
iar 00106534 dear 02494c3c,normal
iar 00106580 dear 02494bfc,normal
iar 00106534 dear 02494c3c,normal
iar 00106534 dear 02494c3c,normal
iar 00106580 dear 02494c2c,normal
iar 00106580 dear 02494c2c,normal
2354412 floating point alignment exceptions,normal
iar 00106568 dear 045e140c,normal
iar 00106580 dear 045e141c,normal
iar 00106580 dear 045e141c,normal
iar 00106580 dear 045e141c,normal
iar 00106534 dear 045e145c,normal
iar 00106568 dear 045e147c,normal
iar 00106580 dear 045e148c,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
2354412 floating point alignment exceptions,normal
62500 floating point alignment exceptions,normal
62500 floating point alignment exceptions,normal
62500 floating point alignment exceptions,normal
iar 00106570 dear 0245a10c,normal
iar 001061fc dear 02f6676c,normal
iar 00106588 dear 0245a17c,normal
iar 0010662c dear 0245ccfc,normal
iar 00106bd8 dear 0245ce0c,normal
iar 00106834 dear 0245ccfc,normal
iar 00106bd8 dear 0245cd8c,normal
iar 0010682c dear 0245ccfc,normal
iar 00106b8c dear 0245ce8c,normal
iar 00106bc0 dear 0245cd7c,normal
iar 00106bd8 dear 0245cd9c,normal
iar 00106bd8 dear 0245ceec,normal
iar 0010681c dear 02f692fc,normal
iar 00106b8c dear 0245cf5c,normal
iar 00106bc0 dear 0245cdec,normal
iar 00106600 dear 0245ccfc,normal
iar 00106bd8 dear 0245cf0c,normal
iar 00106834 dear 0245cd0c,normal
iar 00106bd8 dear 0245cf3c,normal
iar 0010686c dear 02f6930c,normal
iar 0010686c dear 02f6951c,normal
45684 floating point alignment exceptions,normal
iar 00106704 dear 0245b80c,normal
iar 0010639c dear 0245b71c,normal
iar 00106704 dear 0245b83c,normal
iar 00106704 dear 0245d57c,normal
iar 001063a0 dear 02f67e4c,normal
iar 001064fc dear 0245b64c,normal
iar 0010671c dear 0245b72c,normal
16604010 floating point alignment exceptions,normal
16469355 floating point alignment exceptions,normal
iar 00106390 dear 02f67cfc,normal
iar 00106704 dear 0245b6bc,normal
iar 00106168 dear 0245b64c,normal
iar 0010635c dear 0245b62c,normal
iar 00106704 dear 0245b77c,normal
iar 001064fc dear 0245b64c,normal
16736445 floating point alignment exceptions,normal
iar 001061cc dear 02f6667c,normal
iar 00105fd4 dear 0245a09c,normal
iar 00105fd4 dear 0245a09c,normal
iar 001061e4 dear 0245a09c,normal
iar 001061ec dear 02f6668c,normal
iar 001061ec dear 02f6668c,normal
74350836 floating point alignment exceptions,normal
iar 0010650c dear 0246a95c,normal
iar 00106988 dear 02f7bd6c,normal
iar 00106cf8 dear 0246f9fc,normal
54004554 floating point alignment exceptions,normal
iar 001069a8 dear 02f7bd7c,normal
iar 001066ac dear 0252524c,normal
iar 001066c4 dear 0252528c,normal
iar 001066c4 dear 025251fc,normal
iar 00106678 dear 0252523c,normal
iar 001007b8 dear 065b4c7c,normal
iar 001007a8 dear 065b4cac,normal
ciod: generated 128 core files for program /g/g20/valone1/SPaSM-shock/SPaSM_mpi,normal
iar 001066ac dear 0252523c,normal
iar 001066c4 dear 0252527c,normal
iar 001066c4 dear 0252523c,normal
iar 001066ac dear 025252bc,normal
iar 001066c4 dear 0252529c,normal
2667384 floating point alignment exceptions,normal
iar 00106570 dear 0245a5bc,normal
iar 00106570 dear 0245a5ec,normal
iar 0010653c dear 0245a63c,normal
407736 floating point alignment exceptions,normal
428412 floating point alignment exceptions,normal
441348 floating point alignment exceptions,normal
iar 001061d4 dear 024696cc,normal
iar 00106348 dear 024696bc,normal
iar 00106204 dear 02f75edc,normal
CE sym 21. at 0x111d8c60. mask 0x01,normal
instruction cache parity error corrected,normal
CE sym 34. at 0x11e7ed80. mask 0x80,normal
2 ddr errors(s) detected and corrected on rank 0. symbol 18. bit 6,normal
instruction cache parity error corrected,normal
ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image. Permission denied,failure
ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image. Permission denied,failure
iar 00105e88 dear 02f6436c,normal
iar 00105e84 dear 0244f29c,normal
CE sym 30. at 0x042358a0. mask 0x20,normal
ciod: generated 128 core files for program /g/g24/germann2/BGL-demo/SPaSM_mpi,normal
iar 001061e8 dear 0247012c,normal
iar 001061e8 dear 0247015c,normal
iar 00106200 dear 0247016c,normal
iar 001061b4 dear 024701dc,normal
iar 001061e8 dear 0247015c,normal
iar 00106200 dear 0247019c,normal
iar 00105e84 dear 024701dc,normal
iar 00106200 dear 0247019c,normal
iar 001061e8 dear 0247015c,normal
iar 001061e8 dear 0247018c,normal
iar 001061e8 dear 0247015c,normal
iar 001061e8 dear 0247012c,normal
iar 001061b4 dear 0247017c,normal
iar 001061b4 dear 024701ac,normal
iar 001061b4 dear 0247017c,normal
iar 00106200 dear 0247019c,normal
iar 001061e8 dear 0247015c,normal
iar 001061b4 dear 0247017c,normal
19220208 floating point alignment exceptions,normal
Error receiving packet on tree network. expecting type 57 instead of type 3 (softheader=00589370 90990003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,failure
program interrupt: privileged instruction...0,failure
iar 00106ba0 dear 0246de3c,normal
iar 00106b98 dear 0246dd9c,normal
iar 00106c0c dear 0246de1c,normal
5302707 floating point alignment exceptions,normal
iar 00106448 dear 0246dbbc,normal
iar 00106448 dear 0246db5c,normal
iar 00106448 dear 0246dbec,normal
CE sym 25. at 0x10e1bce0. mask 0x40,normal
iar 00106288 dear 02f7a0fc,normal
iar 00113890 dear 0fee9c3c,normal
iar 00113898 dear 0fee9c4c,normal
iar 00113898 dear 0fee9c4c,normal
5 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,normal
CE sym 9. at 0x12870760. mask 0x40,normal
3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,normal
CE sym 6. at 0x00e462c0. mask 0x02,normal
CE sym 25. at 0x00e19cc0. mask 0x10,normal
2 ddr errors(s) detected and corrected on rank 0. symbol 4. bit 4,normal
CE sym 15. at 0x1bb2fe80. mask 0x02,normal
rts: kernel terminated for reason 1004,failure
iar 00106274 dear 0246da8c,normal
iar 00106448 dear 0246dacc,normal
iar 00106298 dear 02f7a18c,normal
488205 floating point alignment exceptions,normal
ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.new_comp,normal
1 ddr errors(s) detected and corrected on rank 0. symbol 8. bit 7,normal
CE sym 25. at 0x12127ee0. mask 0x10,normal
rts: kernel terminated for reason 1004,failure
Error receiving packet on tree network. expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,failure
Error receiving packet on tree network. expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,failure
critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire. suppressing further interrupts of same type,normal
ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.rel2,normal
ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,normal
ciod: generated 64 core files for program /bgl/apps/followup/hellow/a.out.1111,normal
Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 04D58088CB2FFFFF08031C104CE9. found 04CA80D8012FFFFF08061A8094CB,normal
Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 07570DD8002FFFFF09031B7090E2. found 04D480D8482FFFFF0A071BA052DE,normal
rts: kernel terminated for reason 1004,failure
Error receiving packet on tree network. expecting type 57 instead of type 3 (softheader=009756d5 8bfa0003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,failure
ciod: Error loading /bgl/apps/followup/SPaSM_static/SPaSM.460-1115: invalid or missing program image. Permission denied,failure
18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 198 seconds,normal
26741629 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 268 seconds,normal
ciod: Received signal 15. code=0. errno=0. address=0x000001b0,normal
ciod: Received signal 15. code=0. errno=0. address=0x000001b0,normal
ciod: Received signal 15. code=0. errno=0. address=0x000001b0,normal
CE sym 28. at 0x1efc7020. mask 0x20,normal
ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,normal
ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,normal
Lustre mount FAILED : bglio78 : block_id : location,failure
ciod: Received signal 15. code=0. errno=0. address=0x000001b0,normal
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),normal
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),normal
MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),normal
