Log Text,Predicted Class,Prediction Confidence
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
8 floating point alignment exceptions,failure,0.49717042
total of 1 ddr error(s) detected and corrected,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
1 ddr errors(s) detected and corrected on rank 0. symbol <*> bit <*>,failure,0.49717042
total of <*> ddr error(s) detected and corrected,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
generating <*>,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
<*> floating point alignment exceptions,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
generating <*>,failure,0.49717042
1 ddr errors(s) detected and corrected on rank 0. symbol <*> bit <*>,failure,0.49717042
New ido chip inserted into the database: FF:F2:9F:15:1F:72:00:0D:60:EA:E0:8D ip=10.7.0.13 v=9 t=2,failure,0.49717036
New ido chip inserted into the database: <*> <*> <*> <*>,failure,0.49717042
NodeCard is not fully functional,failure,0.49717042
Node card status: ALERT 0. ALERT 1. ALERT 2. ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,failure,0.49734497
Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04DF80A7942FFFFF0C081AE08CD2. found 0000000000000000000000000000,failure,0.4971704
Can not get assembly information for node card,failure,0.49717042
New ido chip inserted into the database: <*> <*> <*> <*>,failure,0.49717042
Can not get assembly information for node card,failure,0.49717042
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,failure,0.497234
Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*> found <*>,failure,0.49717042
Node card is not fully functional,failure,0.49717042
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,failure,0.497234
Ido chip status changed: <*> <*> <*> t=4 status=M <*> <*> <*> <*> PDT 2005,failure,0.49717042
Ido chip status changed: <*> <*> <*> <*> status=M <*> <*> <*> <*> PDT 2005,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
PrepareForService shutting down NodeCard(mLctn(R25-M1-N2). mCardSernum(203231503833343000000000594c31304b34333431303158). mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0). mIp(10.2.2.80). mType(4)) as part of Service Action 310,failure,0.49717033
Ido chip status changed: <*> <*> <*> <*> status=M <*> <*> <*> <*> PDT 2005,failure,0.49717042
Can not get assembly information for node card,failure,0.49717042
Can not get assembly information for node card,failure,0.49717042
Node card is not fully functional,failure,0.49717042
Can not get assembly information for node card,failure,0.49717042
Node card is not fully functional,failure,0.49717042
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,failure,0.497234
rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-,failure,0.4971704
CE sym <*> at <*> mask <*>,failure,0.49717042
1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,failure,0.49717042
total of <*> ddr error(s) detected and corrected,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image. Exec format error,failure,0.49717036
ciod: LOGIN <*> failed: No such file or directory,failure,0.49717042
ciod: LOGIN <*> failed: No such file or directory,failure,0.49717042
ciod: Error loading <*> invalid or missing program image. No such file or directory,failure,0.49717042
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,failure,0.4971704
ciod: Missing or invalid fields on line 1 of node map file <*>,failure,0.49717042
rts: kernel terminated for reason 1003,failure,0.49717042
rts: kernel terminated for reason <*>,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
total of <*> ddr error(s) detected and corrected,failure,0.49717042
ciod: LOGIN <*> failed: No such file or directory,failure,0.49717042
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,failure,0.49717042
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,failure,0.49717042
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,failure,0.49717042
1 ddr errors(s) detected and corrected on rank 0. symbol <*> bit <*>,failure,0.49717042
ciod: generated <*> core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,failure,0.49717042
ciod: generated <*> core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
ciod: LOGIN <*> failed: No such file or directory,failure,0.49717042
ciod: generated <*> core files for program <*>,failure,0.49717042
ciod: generated <*> core files for program <*>,failure,0.49717042
ciod: generated <*> core files for program <*>,failure,0.49717042
ciod: generated <*> core files for program <*>,failure,0.49717042
ciod: generated <*> core files for program <*>,failure,0.49717042
ciod: generated <*> core files for program <*>,failure,0.49717042
ciod: LOGIN <*> failed: No such file or directory,failure,0.49717042
ciod: generated <*> core files for program <*>,failure,0.49717042
ciod: generated <*> core files for program <*>,failure,0.49717042
total of <*> ddr error(s) detected and corrected,failure,0.49717042
iar 003a90fc dear 00b360e8,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
1 ddr errors(s) detected and corrected on rank 0. symbol <*> bit <*>,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,failure,0.497234
CE sym <*> at <*> mask <*>,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
<*> double-hummer alignment exceptions,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
iar <*> dear <*>,failure,0.49717042
NFS Mount failed on bglio716. slept 15 seconds. retrying (1),failure,0.49717042
NFS Mount failed on <*> slept 15 seconds. retrying (1),failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
<*> ddr errors(s) detected and corrected on rank 0. symbol <*> bit <*>,failure,0.49717042
ciod: generated <*> core files for program <*>,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
Lustre mount FAILED : bglio559 : point /p/gb1,failure,0.49717042
Lustre mount FAILED : <*> : point /p/gb1,failure,0.49717042
<*> ddr errors(s) detected and corrected on rank 0. symbol <*> bit <*>,failure,0.49717042
ciod: LOGIN <*> failed: No such file or directory,failure,0.49717042
Lustre mount FAILED : <*> : point /p/gb1,failure,0.49717042
Lustre mount FAILED : <*> : point /p/gb1,failure,0.49717042
Lustre mount FAILED : <*> : point /p/gb1,failure,0.49717042
Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*> found <*>,failure,0.49717042
1 torus receiver <*> input pipe error(s) (dcr <*> detected and corrected,failure,0.49717042
ciod: LOGIN <*> failed: No such file or directory,failure,0.49717042
Lustre mount FAILED : <*> : point /p/gb1,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
Lustre mount FAILED : <*> : point /p/gb1,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
Lustre mount FAILED : <*> : point /p/gb1,failure,0.49717042
ciod: pollControlDescriptors: Detected the debugger died.,failure,0.49717042
ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11). message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000),failure,0.49717036
1 torus receiver <*> input pipe error(s) (dcr <*> detected and corrected,failure,0.49717042
<*> ddr errors(s) detected and corrected on rank 0. symbol <*> bit <*>,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
ciod: Error loading <*> invalid or missing program image. No such file or directory,failure,0.49717042
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> Link has been severed,failure,0.4971704
suppressing further interrupts of same type,failure,0.49717042
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> Link has been severed,failure,0.4971704
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> Link has been severed,failure,0.4971704
total of <*> ddr error(s) detected and corrected,failure,0.49717042
Lustre mount FAILED : <*> : point /p/gb1,failure,0.49717042
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> Link has been severed,failure,0.4971704
CE sym <*> at <*> mask <*>,failure,0.49717042
Ido chip status changed: <*> <*> <*> <*> status=M <*> <*> <*> <*> PDT 2005,failure,0.49717042
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,failure,0.497234
CE sym <*> at <*> mask <*>,failure,0.49717042
ciod: LOGIN <*> failed: No such file or directory,failure,0.49717042
ciod: LOGIN <*> failed: No such file or directory,failure,0.49717042
CE sym <*> at <*> mask <*>,failure,0.49717042
ciod: LOGIN <*> failed: No such file or directory,failure,0.49717042
Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*> found <*>,failure,0.49717042
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*. BglCtlPavTrace*),failure,0.4971704
